# Parámetros:  ./calcular_cdt 16 3 HEA DES 100
# Ejecutando orden:  ./gen_traza HEA DES 100
#
#         Posición       Intervalo        Páginas       Págs/op.
#
             378               3               2        0.666667
             381               3               2        0.666667
             384               3               2        0.666667
             387               3               2        0.666667
             390               3               3        1.000000
             393               3               3        1.000000
             396               3               1        0.333333
             399               3               2        0.666667
             402               3               3        1.000000
             405               3               2        0.666667
             408               3               3        1.000000
             411               3               1        0.333333
             414               3               1        0.333333
             417               3               2        0.666667
             420               3               2        0.666667
             423               3               2        0.666667
             426               3               2        0.666667
             429               3               1        0.333333
             432               3               1        0.333333
             435               3               2        0.666667
             438               3               3        1.000000
             441               3               3        1.000000
             444               3               3        1.000000
             447               3               3        1.000000
             450               3               1        0.333333
             453               3               1        0.333333
             456               3               2        0.666667
             459               3               2        0.666667
             462               3               3        1.000000
             465               3               2        0.666667
             468               3               3        1.000000
             471               3               2        0.666667
             474               3               1        0.333333
             477               3               1        0.333333
             480               3               2        0.666667
             483               3               3        1.000000
             486               3               2        0.666667
             489               3               3        1.000000
             492               3               1        0.333333
             495               3               1        0.333333
             498               3               1        0.333333
             501               3               1        0.333333
             504               3               2        0.666667
             507               3               3        1.000000
             510               3               3        1.000000
             513               3               3        1.000000
             516               3               3        1.000000
             519               3               1        0.333333
             522               3               1        0.333333
             525               3               1        0.333333
             528               3               1        0.333333
             531               3               2        0.666667
             534               3               3        1.000000
             537               3               3        1.000000
             540               3               3        1.000000
             543               3               2        0.666667
             546               3               1        0.333333
             549               3               1        0.333333
             552               3               1        0.333333
             555               3               1        0.333333
             558               3               1        0.333333
             561               3               2        0.666667
             564               3               3        1.000000
             567               3               3        1.000000
             570               3               3        1.000000
             573               3               2        0.666667
             576               3               1        0.333333
             579               3               1        0.333333
             582               3               2        0.666667
             585               3               2        0.666667
             588               3               1        0.333333
             591               3               1        0.333333
             594               3               2        0.666667
             597               3               3        1.000000
             600               3               3        1.000000
             603               3               2        0.666667
             606               3               2        0.666667
             609               3               1        0.333333
             612               3               1        0.333333
             615               3               1        0.333333
             618               3               2        0.666667
             621               3               3        1.000000
             624               3               3        1.000000
             627               3               3        1.000000
             630               3               2        0.666667
             633               3               1        0.333333
             636               3               1        0.333333
             639               3               2        0.666667
             642               3               3        1.000000
             645               3               3        1.000000
             648               3               2        0.666667
             651               3               3        1.000000
             654               3               2        0.666667
             657               3               1        0.333333
             660               3               1        0.333333
             663               3               2        0.666667
             666               3               2        0.666667
             669               3               2        0.666667
             672               3               2        0.666667
             675               3               2        0.666667
             678               3               1        0.333333
             681               3               1        0.333333
             684               3               1        0.333333
             687               3               2        0.666667
             690               3               2        0.666667
             693               3               3        1.000000
             696               3               2        0.666667
             699               3               1        0.333333
             702               3               1        0.333333
             705               3               2        0.666667
             708               3               3        1.000000
             711               3               2        0.666667
             714               3               3        1.000000
             717               3               2        0.666667
             720               3               1        0.333333
             723               3               1        0.333333
             726               3               2        0.666667
             729               3               2        0.666667
             732               3               2        0.666667
             735               3               2        0.666667
             738               3               2        0.666667
             741               3               1        0.333333
             744               3               1        0.333333
             747               3               1        0.333333
             750               3               2        0.666667
             753               3               2        0.666667
             756               3               2        0.666667
             759               3               2        0.666667
             762               3               2        0.666667
             765               3               1        0.333333
             768               3               1        0.333333
             771               3               2        0.666667
             774               3               3        1.000000
             777               3               3        1.000000
             780               3               2        0.666667
             783               3               2        0.666667
             786               3               2        0.666667
             789               3               1        0.333333
             792               3               1        0.333333
             795               3               2        0.666667
             798               3               3        1.000000
             801               3               2        0.666667
             804               3               2        0.666667
             807               3               2        0.666667
             810               3               1        0.333333
             813               3               1        0.333333
             816               3               1        0.333333
             819               3               2        0.666667
             822               3               2        0.666667
             825               3               3        1.000000
             828               3               2        0.666667
             831               3               1        0.333333
             834               3               1        0.333333
             837               3               2        0.666667
             840               3               3        1.000000
             843               3               2        0.666667
             846               3               3        1.000000
             849               3               2        0.666667
             852               3               1        0.333333
             855               3               1        0.333333
             858               3               2        0.666667
             861               3               2        0.666667
             864               3               2        0.666667
             867               3               2        0.666667
             870               3               1        0.333333
             873               3               1        0.333333
             876               3               1        0.333333
             879               3               2        0.666667
             882               3               3        1.000000
             885               3               3        1.000000
             888               3               2        0.666667
             891               3               1        0.333333
             894               3               1        0.333333
             897               3               2        0.666667
             900               3               3        1.000000
             903               3               3        1.000000
             906               3               2        0.666667
             909               3               3        1.000000
             912               3               2        0.666667
             915               3               1        0.333333
             918               3               1        0.333333
             921               3               2        0.666667
             924               3               2        0.666667
             927               3               2        0.666667
             930               3               2        0.666667
             933               3               2        0.666667
             936               3               1        0.333333
             939               3               1        0.333333
             942               3               1        0.333333
             945               3               2        0.666667
             948               3               3        1.000000
             951               3               3        1.000000
             954               3               3        1.000000
             957               3               2        0.666667
             960               3               1        0.333333
             963               3               1        0.333333
             966               3               2        0.666667
             969               3               3        1.000000
             972               3               3        1.000000
             975               3               2        0.666667
             978               3               2        0.666667
             981               3               1        0.333333
             984               3               1        0.333333
             987               3               1        0.333333
             990               3               2        0.666667
             993               3               2        0.666667
             996               3               3        1.000000
             999               3               2        0.666667
            1002               3               1        0.333333
            1005               3               1        0.333333
            1008               3               2        0.666667
            1011               3               3        1.000000
            1014               3               2        0.666667
            1017               3               3        1.000000
            1020               3               2        0.666667
            1023               3               1        0.333333
            1026               3               1        0.333333
            1029               3               2        0.666667
            1032               3               2        0.666667
            1035               3               2        0.666667
            1038               3               2        0.666667
            1041               3               1        0.333333
            1044               3               1        0.333333
            1047               3               1        0.333333
            1050               3               2        0.666667
            1053               3               2        0.666667
            1056               3               2        0.666667
            1059               3               2        0.666667
            1062               3               2        0.666667
            1065               3               1        0.333333
            1068               3               1        0.333333
            1071               3               2        0.666667
            1074               3               3        1.000000
            1077               3               2        0.666667
            1080               3               3        1.000000
            1083               3               2        0.666667
            1086               3               1        0.333333
            1089               3               1        0.333333
            1092               3               2        0.666667
            1095               3               2        0.666667
            1098               3               2        0.666667
            1101               3               2        0.666667
            1104               3               1        0.333333
            1107               3               1        0.333333
            1110               3               1        0.333333
            1113               3               2        0.666667
            1116               3               3        1.000000
            1119               3               3        1.000000
            1122               3               3        1.000000
            1125               3               2        0.666667
            1128               3               1        0.333333
            1131               3               1        0.333333
            1134               3               2        0.666667
            1137               3               2        0.666667
            1140               3               2        0.666667
            1143               3               2        0.666667
            1146               3               1        0.333333
            1149               3               1        0.333333
            1152               3               1        0.333333
            1155               3               2        0.666667
            1158               3               2        0.666667
            1161               3               3        1.000000
            1164               3               2        0.666667
            1167               3               1        0.333333
            1170               3               1        0.333333
            1173               3               2        0.666667
            1176               3               3        1.000000
            1179               3               2        0.666667
            1182               3               3        1.000000
            1185               3               2        0.666667
            1188               3               1        0.333333
            1191               3               1        0.333333
            1194               3               2        0.666667
            1197               3               2        0.666667
            1200               3               2        0.666667
            1203               3               2        0.666667
            1206               3               1        0.333333
            1209               3               1        0.333333
            1212               3               1        0.333333
            1215               3               2        0.666667
            1218               3               2        0.666667
            1221               3               3        1.000000
            1224               3               2        0.666667
            1227               3               1        0.333333
            1230               3               1        0.333333
            1233               3               1        0.333333
            1236               3               3        1.000000
            1239               3               3        1.000000
            1242               3               2        0.666667
            1245               3               2        0.666667
            1248               3               2        0.666667
            1251               3               1        0.333333
            1254               3               1        0.333333
            1257               3               2        0.666667
            1260               3               3        1.000000
            1263               3               3        1.000000
            1266               3               2        0.666667
            1269               3               3        1.000000
            1272               3               2        0.666667
            1275               3               1        0.333333
            1278               3               1        0.333333
            1281               3               2        0.666667
            1284               3               3        1.000000
            1287               3               2        0.666667
            1290               3               3        1.000000
            1293               3               2        0.666667
            1296               3               1        0.333333
            1299               3               1        0.333333
            1302               3               2        0.666667
            1305               3               2        0.666667
            1308               3               2        0.666667
            1311               3               2        0.666667
            1314               3               1        0.333333
            1317               3               1        0.333333
            1320               3               1        0.333333
            1323               3               2        0.666667
            1326               3               2        0.666667
            1329               3               3        1.000000
            1332               3               2        0.666667
            1335               3               1        0.333333
            1338               3               1        0.333333
            1341               3               2        0.666667
            1344               3               3        1.000000
            1347               3               2        0.666667
            1350               3               3        1.000000
            1353               3               2        0.666667
            1356               3               1        0.333333
            1359               3               1        0.333333
            1362               3               2        0.666667
            1365               3               3        1.000000
            1368               3               2        0.666667
            1371               3               2        0.666667
            1374               3               1        0.333333
            1377               3               1        0.333333
            1380               3               1        0.333333
            1383               3               2        0.666667
            1386               3               2        0.666667
            1389               3               3        1.000000
            1392               3               2        0.666667
            1395               3               1        0.333333
            1398               3               1        0.333333
            1401               3               2        0.666667
            1404               3               3        1.000000
            1407               3               2        0.666667
            1410               3               3        1.000000
            1413               3               2        0.666667
            1416               3               1        0.333333
            1419               3               1        0.333333
            1422               3               2        0.666667
            1425               3               2        0.666667
            1428               3               2        0.666667
            1431               3               3        1.000000
            1434               3               2        0.666667
            1437               3               1        0.333333
            1440               3               1        0.333333
            1443               3               2        0.666667
            1446               3               3        1.000000
            1449               3               2        0.666667
            1452               3               3        1.000000
            1455               3               2        0.666667
            1458               3               1        0.333333
            1461               3               1        0.333333
            1464               3               2        0.666667
            1467               3               2        0.666667
            1470               3               2        0.666667
            1473               3               2        0.666667
            1476               3               1        0.333333
            1479               3               1        0.333333
            1482               3               1        0.333333
            1485               3               2        0.666667
            1488               3               2        0.666667
            1491               3               3        1.000000
            1494               3               2        0.666667
            1497               3               1        0.333333
            1500               3               1        0.333333
            1503               3               2        0.666667
            1506               3               3        1.000000
            1509               3               2        0.666667
            1512               3               3        1.000000
            1515               3               2        0.666667
            1518               3               1        0.333333
            1521               3               1        0.333333
            1524               3               2        0.666667
            1527               3               2        0.666667
            1530               3               2        0.666667
            1533               3               2        0.666667
            1536               3               1        0.333333
            1539               3               1        0.333333
            1542               3               1        0.333333
            1545               3               2        0.666667
            1548               3               2        0.666667
            1551               3               3        1.000000
            1554               3               2        0.666667
            1557               3               1        0.333333
            1560               3               2        0.666667
            1563               3               2        0.666667
            1566               3               1        0.333333
            1569               3               1        0.333333
            1572               3               2        0.666667
            1575               3               2        0.666667
            1578               3               2        0.666667
            1581               3               2        0.666667
            1584               3               1        0.333333
            1587               3               1        0.333333
            1590               3               1        0.333333
            1593               3               2        0.666667
            1596               3               2        0.666667
            1599               3               3        1.000000
            1602               3               3        1.000000
            1605               3               2        0.666667
            1608               3               1        0.333333
            1611               3               1        0.333333
            1614               3               2        0.666667
            1617               3               2        0.666667
            1620               3               2        0.666667
            1623               3               1        0.333333
            1626               3               1        0.333333
            1629               3               1        0.333333
            1632               3               2        0.666667
            1635               3               3        1.000000
            1638               3               2        0.666667
            1641               3               1        0.333333
            1644               3               1        0.333333
            1647               3               2        0.666667
            1650               3               2        0.666667
            1653               3               3        1.000000
            1656               3               2        0.666667
            1659               3               1        0.333333
            1662               3               1        0.333333
            1665               3               2        0.666667
            1668               3               2        0.666667
            1671               3               2        0.666667
            1674               3               1        0.333333
            1677               3               1        0.333333
            1680               3               1        0.333333
            1683               3               2        0.666667
            1686               3               3        1.000000
            1689               3               2        0.666667
            1692               3               1        0.333333
            1695               3               1        0.333333
            1698               3               2        0.666667
            1701               3               3        1.000000
            1704               3               2        0.666667
            1707               3               2        0.666667
            1710               3               2        0.666667
            1713               3               1        0.333333
            1716               3               1        0.333333
            1719               3               2        0.666667
            1722               3               2        0.666667
            1725               3               2        0.666667
            1728               3               1        0.333333
            1731               3               1        0.333333
            1734               3               1        0.333333
            1737               3               2        0.666667
            1740               3               3        1.000000
            1743               3               2        0.666667
            1746               3               1        0.333333
            1749               3               1        0.333333
            1752               3               2        0.666667
            1755               3               2        0.666667
            1758               3               3        1.000000
            1761               3               2        0.666667
            1764               3               1        0.333333
            1767               3               1        0.333333
            1770               3               2        0.666667
            1773               3               2        0.666667
            1776               3               2        0.666667
            1779               3               2        0.666667
            1782               3               1        0.333333
            1785               3               1        0.333333
            1788               3               1        0.333333
            1791               3               2        0.666667
            1794               3               3        1.000000
            1797               3               2        0.666667
            1800               3               1        0.333333
            1803               3               1        0.333333
            1806               3               2        0.666667
            1809               3               2        0.666667
            1812               3               2        0.666667
            1815               3               2        0.666667
            1818               3               1        0.333333
            1821               3               1        0.333333
            1824               3               1        0.333333
            1827               3               2        0.666667
            1830               3               3        1.000000
            1833               3               2        0.666667
            1836               3               1        0.333333
            1839               3               1        0.333333
            1842               3               1        0.333333
            1845               3               2        0.666667
            1848               3               2        0.666667
            1851               3               3        1.000000
            1854               3               2        0.666667
            1857               3               1        0.333333
            1860               3               1        0.333333
            1863               3               2        0.666667
            1866               3               2        0.666667
            1869               3               2        0.666667
            1872               3               2        0.666667
            1875               3               1        0.333333
            1878               3               1        0.333333
            1881               3               1        0.333333
            1884               3               2        0.666667
            1887               3               2        0.666667
            1890               3               3        1.000000
            1893               3               2        0.666667
            1896               3               1        0.333333
            1899               3               1        0.333333
            1902               3               1        0.333333
            1905               3               2        0.666667
            1908               3               2        0.666667
            1911               3               2        0.666667
            1914               3               2        0.666667
            1917               3               1        0.333333
            1920               3               1        0.333333
            1923               3               1        0.333333
            1926               3               3        1.000000
            1929               3               2        0.666667
            1932               3               2        0.666667
            1935               3               1        0.333333
            1938               3               1        0.333333
            1941               3               1        0.333333
            1944               3               2        0.666667
            1947               3               3        1.000000
            1950               3               3        1.000000
            1953               3               2        0.666667
            1956               3               1        0.333333
            1959               3               1        0.333333
            1962               3               2        0.666667
            1965               3               2        0.666667
            1968               3               2        0.666667
            1971               3               2        0.666667
            1974               3               1        0.333333
            1977               3               1        0.333333
            1980               3               2        0.666667
            1983               3               2        0.666667
            1986               3               2        0.666667
            1989               3               1        0.333333
            1992               3               1        0.333333
            1995               3               1        0.333333
            1998               3               2        0.666667
            2001               3               2        0.666667
            2004               3               2        0.666667
            2007               3               1        0.333333
            2010               3               1        0.333333
            2013               3               2        0.666667
            2016               3               2        0.666667
            2019               3               2        0.666667
            2022               3               2        0.666667
            2025               3               1        0.333333
            2028               3               1        0.333333
            2031               3               2        0.666667
            2034               3               2        0.666667
            2037               3               2        0.666667
            2040               3               1        0.333333
            2043               3               1        0.333333
            2046               3               1        0.333333
            2049               3               2        0.666667
            2052               3               2        0.666667
            2055               3               2        0.666667
            2058               3               1        0.333333
            2061               3               1        0.333333
            2064               3               2        0.666667
            2067               3               2        0.666667
            2070               3               2        0.666667
            2073               3               2        0.666667
            2076               3               1        0.333333
            2079               3               1        0.333333
            2082               3               1        0.333333
            2085               3               2        0.666667
            2088               3               2        0.666667
            2091               3               2        0.666667
            2094               3               1        0.333333
            2097               3               1        0.333333
            2100               3               2        0.666667
            2103               3               2        0.666667
            2106               3               2        0.666667
            2109               3               2        0.666667
            2112               3               1        0.333333
            2115               3               1        0.333333
            2118               3               1        0.333333
            2121               3               2        0.666667
            2124               3               1        0.333333
            2127               3               1        0.333333
            2130               3               1        0.333333
            2133               3               2        0.666667
            2136               3               2        0.666667
            2139               3               2        0.666667
            2142               3               1        0.333333
            2145               3               1        0.333333
            2148               3               1        0.333333
            2151               3               2        0.666667
            2154               3               2        0.666667
            2157               3               2        0.666667
            2160               3               1        0.333333
            2163               3               1        0.333333
            2166               3               1        0.333333
            2169               3               2        0.666667
            2172               3               2        0.666667
            2175               3               1        0.333333
            2178               3               1        0.333333
            2181               3               1        0.333333
            2184               3               2        0.666667
            2187               3               1        0.333333
            2190               3               1        0.333333
            2193               3               1        0.333333
            2196               3               2        0.666667
            2199               3               2        0.666667
            2202               3               1        0.333333
            2205               3               1        0.333333
            2208               3               1        0.333333
            2211               3               2        0.666667
            2214               3               2        0.666667
            2217               3               1        0.333333
            2220               3               1        0.333333
            2223               3               1        0.333333
            2226               3               1        0.333333
            2229               3               1        0.333333
            2232               3               1        0.333333
            2235               3               1        0.333333
            2238               3               1        0.333333
            2241               3               1        0.333333
            2244               3               1        0.333333
            2247               3               1        0.333333
            2250               3               1        0.333333
            2253               3               1        0.333333
            2256               3               1        0.333333
            2259               3               1        0.333333
            2262               3               1        0.333333
            2265               3               1        0.333333
            2268               3               1        0.333333
            2271               3               1        0.333333
            2274               3               1        0.333333
            2277               3               1        0.333333
            2280               3               1        0.333333
            2283               3               1        0.333333
            2286               3               1        0.333333
            2289               3               1        0.333333
            2292               3               1        0.333333
            2295               3               1        0.333333
            2298               3               1        0.333333
            2301               3               1        0.333333
            2304               3               1        0.333333
            2307               3               1        0.333333
            2310               3               1        0.333333
            2313               3               1        0.333333
            2316               3               1        0.333333
            2319               3               1        0.333333
            2322               3               1        0.333333
            2325               3               1        0.333333
            2328               3               1        0.333333
            2331               3               1        0.333333
            2334               3               1        0.333333
            2337               3               1        0.333333
            2340               3               1        0.333333
            2343               3               1        0.333333
            2346               3               1        0.333333
            2349               3               1        0.333333
            2352               3               1        0.333333
            2355               3               1        0.333333
            2358               3               1        0.333333
            2361               3               1        0.333333
            2364               3               1        0.333333
            2367               3               1        0.333333
            2370               3               1        0.333333
            2373               3               1        0.333333
            2376               3               1        0.333333
            2379               3               1        0.333333
            2382               3               1        0.333333
            2385               2               1        0.500000
